bore_id,reg_id,state_id,lat,lon,my_depth_m,count,mean,std,min,25%,50%,75%,max,cv
57001,57001A,3,-23.9061355,150.8872871,15.0,18.0,56.888888888888886,19.10309149261353,30.0,46.25,50.0,65.5,100.0,0.3357965301435972
57003,57003A,3,-23.9131584,150.9200321,16.5,12.0,499.1666666666667,175.29343364424088,100.0,418.75,507.0,579.5,770.0,0.3511721542121687
57004,57004A,3,-23.8732529,150.8965492,18.0,16.0,218.6875,179.97730180960784,25.0,79.0,152.5,282.25,625.0,0.822988519278001
57005,57005A,3,-23.8687745,150.8944282,15.6,13.0,28.384615384615383,38.35696038864928,7.0,8.0,20.0,25.0,150.0,1.351329227784392
57007,57007A,3,-23.909748,150.9006841,7.8,17.0,154.7058823529412,74.82376352627081,28.0,100.0,135.0,200.0,286.0,0.48365170340175045
57010,57010A,3,-23.9146556,150.9048498,7.8,38.0,233.71052631578948,71.90981885920833,169.0,195.0,212.5,242.5,538.0,0.3076875483222516
57011,57011A,3,-23.9030819,150.8774148,23.0,16.0,353.0625,48.56949488447799,235.0,335.0,365.0,380.0,412.0,0.13756628043045632
57012,57012A,3,-23.9102573,150.871525,3.0,15.0,217.33333333333331,43.78953995560824,151.0,183.0,207.0,242.5,305.0,0.20148561329267597
57013,57013A,3,-23.9122142,150.8688242,4.3,15.0,372.4,59.615194611536985,265.0,335.0,370.0,398.0,468.0,0.1600837664112164
57014,57014A,3,-23.8997726,150.8816109,6.1,16.0,239.875,52.05365821278399,129.0,200.0,250.0,277.0,323.0,0.2170032650871662
57015,57015A,3,-23.8988704,150.8816872,7.7,14.0,133.78571428571428,23.94281190165937,100.0,114.25,127.5,158.75,170.0,0.17896389034876198
57016,57016A,3,-23.9010124,150.8907509,7.1,17.0,267.7647058823529,26.952572724520905,230.0,240.0,264.0,290.0,319.0,0.10065767493779776
57017,57017A,3,-23.9003486,150.8899421,6.8,16.0,277.8125,41.7456085514792,208.0,250.0,272.5,307.0,345.0,0.15026540760937396
57018,57018A,3,-23.8852806,150.8816567,7.4,15.0,364.4666666666666,98.28883577545945,235.0,301.0,350.0,421.0,548.0,0.26967853240019973
57019,57019A,3,-23.8804742,150.8806955,11.0,14.0,247.92857142857144,44.373353552492574,176.0,220.0,247.0,265.0,355.0,0.17897636120279342
57021,57021A,3,-23.9032783,150.8690836,5.0,15.0,197.66666666666663,92.0564009310648,68.0,150.0,195.0,224.5,420.0,0.4657153504101087
57022,57022A,3,-23.9144325,150.8942145,5.0,15.0,66.06666666666666,11.59720820263386,50.0,59.0,65.0,70.0,90.0,0.17553796472200597
57024,57024A,3,-23.8530084,150.9108924,10.9,16.0,903.625,377.8930845270039,168.0,756.0,1030.0,1140.0,1320.0,0.4181968012472031
57027,57027A,3,-23.8710481,150.9079016,23.37,17.0,109.88235294117646,13.50408434947172,94.0,99.0,110.0,115.0,150.0,0.12289584258084542
57028,57028A,3,-23.856682,150.9012489,14.2,13.0,1332.7692307692307,208.53383172607505,710.0,1325.0,1379.0,1400.0,1610.0,0.15646657119005977
